fia_code;common_name;plants_code;trait;value
424;Chinese chestnut;CAMO83;Fall Conspicuous;Yes
424;Chinese chestnut;CAMO83;Fire Resistant;No
424;Chinese chestnut;CAMO83;Flower Color;Yellow
424;Chinese chestnut;CAMO83;Flower Conspicuous;Yes
424;Chinese chestnut;CAMO83;Foliage Color;Green
424;Chinese chestnut;CAMO83;Foliage Porosity Summer;Porous
424;Chinese chestnut;CAMO83;Foliage Porosity Winter;Moderate
424;Chinese chestnut;CAMO83;Foliage Texture;Coarse
424;Chinese chestnut;CAMO83;Fruit/Seed Color;Brown
424;Chinese chestnut;CAMO83;Fruit/Seed Conspicuous;Yes
424;Chinese chestnut;CAMO83;Growth Form;Multiple Stem
424;Chinese chestnut;CAMO83;Growth Rate;Rapid
424;Chinese chestnut;CAMO83;Height at 20 Years, Maximum (feet);25
424;Chinese chestnut;CAMO83;Height, Mature (feet);50.0
424;Chinese chestnut;CAMO83;Known Allelopath;No
424;Chinese chestnut;CAMO83;Leaf Retention;No
424;Chinese chestnut;CAMO83;Lifespan;Short
424;Chinese chestnut;CAMO83;Low Growing Grass;No
424;Chinese chestnut;CAMO83;Nitrogen Fixation;None
424;Chinese chestnut;CAMO83;Resprout Ability;Yes
424;Chinese chestnut;CAMO83;Shape and Orientation;Erect
424;Chinese chestnut;CAMO83;Toxicity;None
424;Chinese chestnut;CAMO83;Adapted to Coarse Textured Soils;Yes
424;Chinese chestnut;CAMO83;Adapted to Fine Textured Soils;No
424;Chinese chestnut;CAMO83;Adapted to Medium Textured Soils;Yes
424;Chinese chestnut;CAMO83;Anaerobic Tolerance;None
424;Chinese chestnut;CAMO83;CaCO3 Tolerance;Medium
424;Chinese chestnut;CAMO83;Cold Stratification Required;Yes
424;Chinese chestnut;CAMO83;Drought Tolerance;Low
424;Chinese chestnut;CAMO83;Fertility Requirement;Medium
424;Chinese chestnut;CAMO83;Fire Tolerance;Low
424;Chinese chestnut;CAMO83;Frost Free Days, Minimum;180
424;Chinese chestnut;CAMO83;Hedge Tolerance;None
424;Chinese chestnut;CAMO83;Moisture Use;Medium
424;Chinese chestnut;CAMO83;pH, Maximum;7.5
424;Chinese chestnut;CAMO83;pH, Minimum;5.0
424;Chinese chestnut;CAMO83;Planting Density per Acre, Maximum;300
424;Chinese chestnut;CAMO83;Planting Density per Acre, Minimum;170
424;Chinese chestnut;CAMO83;Precipitation, Maximum;50
424;Chinese chestnut;CAMO83;Precipitation, Minimum;35
424;Chinese chestnut;CAMO83;Root Depth, Minimum (inches);36
424;Chinese chestnut;CAMO83;Salinity Tolerance;None
424;Chinese chestnut;CAMO83;Shade Tolerance;Intolerant
424;Chinese chestnut;CAMO83;Temperature, Minimum (°F);-20
424;Chinese chestnut;CAMO83;Bloom Period;Mid Spring
424;Chinese chestnut;CAMO83;Commercial Availability;Routinely Available
424;Chinese chestnut;CAMO83;Fruit/Seed Abundance;Medium
424;Chinese chestnut;CAMO83;Fruit/Seed Period Begin;Summer
424;Chinese chestnut;CAMO83;Fruit/Seed Period End;Fall
424;Chinese chestnut;CAMO83;Fruit/Seed Persistence;No
424;Chinese chestnut;CAMO83;Propagated by Bare Root;Yes
424;Chinese chestnut;CAMO83;Propagated by Bulb;No
424;Chinese chestnut;CAMO83;Propagated by Container;Yes
424;Chinese chestnut;CAMO83;Propagated by Corm;No
424;Chinese chestnut;CAMO83;Propagated by Cuttings;Yes
424;Chinese chestnut;CAMO83;Propagated by Seed;Yes
424;Chinese chestnut;CAMO83;Propagated by Sod;No
424;Chinese chestnut;CAMO83;Propagated by Sprigs;No
424;Chinese chestnut;CAMO83;Propagated by Tubers;No
424;Chinese chestnut;CAMO83;Seed per Pound;75
424;Chinese chestnut;CAMO83;Seed Spread Rate;Slow
424;Chinese chestnut;CAMO83;Seedling Vigor;High
424;Chinese chestnut;CAMO83;Small Grain;No
424;Chinese chestnut;CAMO83;Vegetative Spread Rate;None
424;Chinese chestnut;CAMO83;Berry/Nut/Seed Product;Yes
424;Chinese chestnut;CAMO83;Christmas Tree Product;No
424;Chinese chestnut;CAMO83;Fodder Product;No
424;Chinese chestnut;CAMO83;Fuelwood Product;High
424;Chinese chestnut;CAMO83;Lumber Product;No
424;Chinese chestnut;CAMO83;Naval Store Product;No
424;Chinese chestnut;CAMO83;Nursery Stock Product;Yes
424;Chinese chestnut;CAMO83;Palatable Browse Animal;Low
424;Chinese chestnut;CAMO83;Palatable Graze Animal;Low
424;Chinese chestnut;CAMO83;Palatable Human;Yes
424;Chinese chestnut;CAMO83;Post Product;No
424;Chinese chestnut;CAMO83;Protein Potential;Low
424;Chinese chestnut;CAMO83;Pulpwood Product;No
424;Chinese chestnut;CAMO83;Veneer Product;No
422;Allegheny chinkapin;CAPU9;Active Growth Period;Spring and Summer
422;Allegheny chinkapin;CAPU9;Bloat;None
422;Allegheny chinkapin;CAPU9;C:N Ratio;High
422;Allegheny chinkapin;CAPU9;Coppice Potential;Yes
422;Allegheny chinkapin;CAPU9;Fall Conspicuous;No
422;Allegheny chinkapin;CAPU9;Fire Resistant;No
422;Allegheny chinkapin;CAPU9;Flower Color;Yellow
422;Allegheny chinkapin;CAPU9;Flower Conspicuous;No
422;Allegheny chinkapin;CAPU9;Foliage Color;Green
422;Allegheny chinkapin;CAPU9;Foliage Porosity Summer;Dense
422;Allegheny chinkapin;CAPU9;Foliage Porosity Winter;Porous
422;Allegheny chinkapin;CAPU9;Foliage Texture;Coarse
422;Allegheny chinkapin;CAPU9;Fruit/Seed Color;Brown
422;Allegheny chinkapin;CAPU9;Fruit/Seed Conspicuous;Yes
422;Allegheny chinkapin;CAPU9;Growth Form;Multiple Stem
422;Allegheny chinkapin;CAPU9;Growth Rate;Moderate
422;Allegheny chinkapin;CAPU9;Height at 20 Years, Maximum (feet);14
422;Allegheny chinkapin;CAPU9;Height, Mature (feet);20.0
422;Allegheny chinkapin;CAPU9;Known Allelopath;No
422;Allegheny chinkapin;CAPU9;Leaf Retention;No
422;Allegheny chinkapin;CAPU9;Lifespan;Short
422;Allegheny chinkapin;CAPU9;Low Growing Grass;No
422;Allegheny chinkapin;CAPU9;Nitrogen Fixation;None
422;Allegheny chinkapin;CAPU9;Resprout Ability;Yes
422;Allegheny chinkapin;CAPU9;Shape and Orientation;Erect
422;Allegheny chinkapin;CAPU9;Toxicity;None
422;Allegheny chinkapin;CAPU9;Adapted to Coarse Textured Soils;Yes
422;Allegheny chinkapin;CAPU9;Adapted to Fine Textured Soils;No
422;Allegheny chinkapin;CAPU9;Adapted to Medium Textured Soils;Yes
422;Allegheny chinkapin;CAPU9;Anaerobic Tolerance;None
422;Allegheny chinkapin;CAPU9;CaCO3 Tolerance;Low
422;Allegheny chinkapin;CAPU9;Cold Stratification Required;Yes
422;Allegheny chinkapin;CAPU9;Drought Tolerance;High
422;Allegheny chinkapin;CAPU9;Fertility Requirement;Low
422;Allegheny chinkapin;CAPU9;Fire Tolerance;High
422;Allegheny chinkapin;CAPU9;Frost Free Days, Minimum;150
422;Allegheny chinkapin;CAPU9;Hedge Tolerance;Low
422;Allegheny chinkapin;CAPU9;Moisture Use;Low
422;Allegheny chinkapin;CAPU9;pH, Maximum;6.6
422;Allegheny chinkapin;CAPU9;pH, Minimum;4.5
422;Allegheny chinkapin;CAPU9;Planting Density per Acre, Maximum;1200
422;Allegheny chinkapin;CAPU9;Planting Density per Acre, Minimum;300
422;Allegheny chinkapin;CAPU9;Precipitation, Maximum;80
422;Allegheny chinkapin;CAPU9;Precipitation, Minimum;40
422;Allegheny chinkapin;CAPU9;Root Depth, Minimum (inches);20
422;Allegheny chinkapin;CAPU9;Salinity Tolerance;None
422;Allegheny chinkapin;CAPU9;Shade Tolerance;Intermediate
422;Allegheny chinkapin;CAPU9;Temperature, Minimum (°F);-20
422;Allegheny chinkapin;CAPU9;Bloom Period;Spring
422;Allegheny chinkapin;CAPU9;Commercial Availability;Routinely Available
422;Allegheny chinkapin;CAPU9;Fruit/Seed Abundance;Low
422;Allegheny chinkapin;CAPU9;Fruit/Seed Period Begin;Summer
422;Allegheny chinkapin;CAPU9;Fruit/Seed Period End;Fall
422;Allegheny chinkapin;CAPU9;Fruit/Seed Persistence;No
422;Allegheny chinkapin;CAPU9;Propagated by Bare Root;Yes
422;Allegheny chinkapin;CAPU9;Propagated by Bulb;No
422;Allegheny chinkapin;CAPU9;Propagated by Container;Yes
422;Allegheny chinkapin;CAPU9;Propagated by Corm;No
422;Allegheny chinkapin;CAPU9;Propagated by Cuttings;No
422;Allegheny chinkapin;CAPU9;Propagated by Seed;Yes
422;Allegheny chinkapin;CAPU9;Propagated by Sod;No
422;Allegheny chinkapin;CAPU9;Propagated by Sprigs;No
422;Allegheny chinkapin;CAPU9;Propagated by Tubers;No
422;Allegheny chinkapin;CAPU9;Seed per Pound;250
422;Allegheny chinkapin;CAPU9;Seed Spread Rate;Slow
422;Allegheny chinkapin;CAPU9;Seedling Vigor;High
422;Allegheny chinkapin;CAPU9;Small Grain;No
422;Allegheny chinkapin;CAPU9;Vegetative Spread Rate;None
422;Allegheny chinkapin;CAPU9;Berry/Nut/Seed Product;Yes
422;Allegheny chinkapin;CAPU9;Christmas Tree Product;No
422;Allegheny chinkapin;CAPU9;Fodder Product;No
422;Allegheny chinkapin;CAPU9;Fuelwood Product;Medium
422;Allegheny chinkapin;CAPU9;Lumber Product;No
422;Allegheny chinkapin;CAPU9;Naval Store Product;No
422;Allegheny chinkapin;CAPU9;Nursery Stock Product;Yes
422;Allegheny chinkapin;CAPU9;Palatable Browse Animal;High
422;Allegheny chinkapin;CAPU9;Palatable Graze Animal;Low
422;Allegheny chinkapin;CAPU9;Palatable Human;Yes
422;Allegheny chinkapin;CAPU9;Post Product;Yes
422;Allegheny chinkapin;CAPU9;Protein Potential;Low
422;Allegheny chinkapin;CAPU9;Pulpwood Product;No
422;Allegheny chinkapin;CAPU9;Veneer Product;No
423;Ozark chinkapin;CAPUO;NA;NA
5402;European chestnut;CASA27;NA;NA
6429;goatbush;CAER3;NA;NA
6430;Panama rubbertree;CAEL5;NA;NA
6433;river sheoak;CACU8;Active Growth Period;Spring, Summer, Fall
6433;river sheoak;CACU8;Bloat;None
6433;river sheoak;CACU8;C:N Ratio;High
6433;river sheoak;CACU8;Coppice Potential;No
6433;river sheoak;CACU8;Fall Conspicuous;No
6433;river sheoak;CACU8;Fire Resistant;No
6433;river sheoak;CACU8;Flower Color;Red
6433;river sheoak;CACU8;Flower Conspicuous;No
6433;river sheoak;CACU8;Foliage Color;Green
6433;river sheoak;CACU8;Foliage Porosity Summer;Dense
6433;river sheoak;CACU8;Foliage Porosity Winter;Dense
6433;river sheoak;CACU8;Foliage Texture;Fine
6433;river sheoak;CACU8;Fruit/Seed Color;Brown
6433;river sheoak;CACU8;Fruit/Seed Conspicuous;No
6433;river sheoak;CACU8;Growth Form;Single Stem
6433;river sheoak;CACU8;Growth Rate;Rapid
6433;river sheoak;CACU8;Height at 20 Years, Maximum (feet);50
6433;river sheoak;CACU8;Height, Mature (feet);100.0
6433;river sheoak;CACU8;Known Allelopath;No
6433;river sheoak;CACU8;Leaf Retention;Yes
6433;river sheoak;CACU8;Lifespan;Short
6433;river sheoak;CACU8;Low Growing Grass;No
6433;river sheoak;CACU8;Nitrogen Fixation;Low
6433;river sheoak;CACU8;Resprout Ability;Yes
6433;river sheoak;CACU8;Shape and Orientation;Erect
6433;river sheoak;CACU8;Toxicity;None
6433;river sheoak;CACU8;Adapted to Coarse Textured Soils;Yes
6433;river sheoak;CACU8;Adapted to Fine Textured Soils;No
6433;river sheoak;CACU8;Adapted to Medium Textured Soils;Yes
6433;river sheoak;CACU8;Anaerobic Tolerance;Medium
6433;river sheoak;CACU8;CaCO3 Tolerance;Medium
6433;river sheoak;CACU8;Cold Stratification Required;No
6433;river sheoak;CACU8;Drought Tolerance;Low
6433;river sheoak;CACU8;Fertility Requirement;Low
6433;river sheoak;CACU8;Fire Tolerance;None
6433;river sheoak;CACU8;Frost Free Days, Minimum;300
6433;river sheoak;CACU8;Hedge Tolerance;Medium
6433;river sheoak;CACU8;Moisture Use;Medium
6433;river sheoak;CACU8;pH, Maximum;7.9
6433;river sheoak;CACU8;pH, Minimum;6.5
6433;river sheoak;CACU8;Planting Density per Acre, Maximum;700
6433;river sheoak;CACU8;Planting Density per Acre, Minimum;300
6433;river sheoak;CACU8;Precipitation, Maximum;60
6433;river sheoak;CACU8;Precipitation, Minimum;25
6433;river sheoak;CACU8;Root Depth, Minimum (inches);24
6433;river sheoak;CACU8;Salinity Tolerance;Low
6433;river sheoak;CACU8;Shade Tolerance;Intolerant
6433;river sheoak;CACU8;Temperature, Minimum (°F);22
6433;river sheoak;CACU8;Bloom Period;Mid Spring
6433;river sheoak;CACU8;Commercial Availability;Routinely Available
6433;river sheoak;CACU8;Fruit/Seed Abundance;High
6433;river sheoak;CACU8;Fruit/Seed Period Begin;Summer
6433;river sheoak;CACU8;Fruit/Seed Period End;Fall
6433;river sheoak;CACU8;Fruit/Seed Persistence;No
6433;river sheoak;CACU8;Propagated by Bare Root;Yes
6433;river sheoak;CACU8;Propagated by Bulb;No
6433;river sheoak;CACU8;Propagated by Container;Yes
6433;river sheoak;CACU8;Propagated by Corm;No
6433;river sheoak;CACU8;Propagated by Cuttings;Yes
6433;river sheoak;CACU8;Propagated by Seed;Yes
6433;river sheoak;CACU8;Propagated by Sod;No
6433;river sheoak;CACU8;Propagated by Sprigs;No
6433;river sheoak;CACU8;Propagated by Tubers;No
6433;river sheoak;CACU8;Seed per Pound;700000
6433;river sheoak;CACU8;Seed Spread Rate;Rapid
6433;river sheoak;CACU8;Seedling Vigor;High
6433;river sheoak;CACU8;Small Grain;No
6433;river sheoak;CACU8;Vegetative Spread Rate;None
6433;river sheoak;CACU8;Berry/Nut/Seed Product;No
6433;river sheoak;CACU8;Christmas Tree Product;No
6433;river sheoak;CACU8;Fodder Product;No
6433;river sheoak;CACU8;Fuelwood Product;High
6433;river sheoak;CACU8;Lumber Product;No
6433;river sheoak;CACU8;Naval Store Product;No
6433;river sheoak;CACU8;Nursery Stock Product;No
6433;river sheoak;CACU8;Palatable Human;No
6433;river sheoak;CACU8;Post Product;No
6433;river sheoak;CACU8;Pulpwood Product;No
6433;river sheoak;CACU8;Veneer Product;No
6434;beach sheoak;CAEQ;Active Growth Period;Spring, Summer, Fall
6434;beach sheoak;CAEQ;Bloat;None
6434;beach sheoak;CAEQ;C:N Ratio;High
6434;beach sheoak;CAEQ;Coppice Potential;No
6434;beach sheoak;CAEQ;Fall Conspicuous;No
6434;beach sheoak;CAEQ;Fire Resistant;No
6434;beach sheoak;CAEQ;Flower Color;Red
6434;beach sheoak;CAEQ;Flower Conspicuous;No
6434;beach sheoak;CAEQ;Foliage Color;Green
6434;beach sheoak;CAEQ;Foliage Porosity Summer;Dense
6434;beach sheoak;CAEQ;Foliage Porosity Winter;Dense
6434;beach sheoak;CAEQ;Foliage Texture;Fine
6434;beach sheoak;CAEQ;Fruit/Seed Color;Brown
6434;beach sheoak;CAEQ;Fruit/Seed Conspicuous;No
6434;beach sheoak;CAEQ;Growth Form;Single Stem
6434;beach sheoak;CAEQ;Growth Rate;Rapid
6434;beach sheoak;CAEQ;Height at 20 Years, Maximum (feet);50
6434;beach sheoak;CAEQ;Height, Mature (feet);100.0
6434;beach sheoak;CAEQ;Known Allelopath;No
6434;beach sheoak;CAEQ;Leaf Retention;Yes
6434;beach sheoak;CAEQ;Lifespan;Short
6434;beach sheoak;CAEQ;Low Growing Grass;No
6434;beach sheoak;CAEQ;Nitrogen Fixation;Low
6434;beach sheoak;CAEQ;Resprout Ability;No
6434;beach sheoak;CAEQ;Shape and Orientation;Erect
6434;beach sheoak;CAEQ;Toxicity;None
6434;beach sheoak;CAEQ;Adapted to Coarse Textured Soils;Yes
6434;beach sheoak;CAEQ;Adapted to Fine Textured Soils;No
6434;beach sheoak;CAEQ;Adapted to Medium Textured Soils;Yes
6434;beach sheoak;CAEQ;Anaerobic Tolerance;Low
6434;beach sheoak;CAEQ;CaCO3 Tolerance;Medium
6434;beach sheoak;CAEQ;Cold Stratification Required;No
6434;beach sheoak;CAEQ;Drought Tolerance;Low
6434;beach sheoak;CAEQ;Fertility Requirement;Low
6434;beach sheoak;CAEQ;Fire Tolerance;None
6434;beach sheoak;CAEQ;Frost Free Days, Minimum;300
6434;beach sheoak;CAEQ;Hedge Tolerance;Medium
6434;beach sheoak;CAEQ;Moisture Use;Medium
6434;beach sheoak;CAEQ;pH, Maximum;8.8
6434;beach sheoak;CAEQ;pH, Minimum;6.2
6434;beach sheoak;CAEQ;Planting Density per Acre, Maximum;700
6434;beach sheoak;CAEQ;Planting Density per Acre, Minimum;300
6434;beach sheoak;CAEQ;Precipitation, Maximum;60
6434;beach sheoak;CAEQ;Precipitation, Minimum;25
6434;beach sheoak;CAEQ;Root Depth, Minimum (inches);24
6434;beach sheoak;CAEQ;Salinity Tolerance;High
6434;beach sheoak;CAEQ;Shade Tolerance;Intolerant
6434;beach sheoak;CAEQ;Temperature, Minimum (°F);22
6434;beach sheoak;CAEQ;Bloom Period;Mid Spring
6434;beach sheoak;CAEQ;Commercial Availability;Routinely Available
6434;beach sheoak;CAEQ;Fruit/Seed Abundance;High
6434;beach sheoak;CAEQ;Fruit/Seed Period Begin;Summer
6434;beach sheoak;CAEQ;Fruit/Seed Period End;Fall
6434;beach sheoak;CAEQ;Fruit/Seed Persistence;No
6434;beach sheoak;CAEQ;Propagated by Bare Root;Yes
6434;beach sheoak;CAEQ;Propagated by Bulb;No
6434;beach sheoak;CAEQ;Propagated by Container;Yes
6434;beach sheoak;CAEQ;Propagated by Corm;No
6434;beach sheoak;CAEQ;Propagated by Cuttings;Yes
6434;beach sheoak;CAEQ;Propagated by Seed;Yes
6434;beach sheoak;CAEQ;Propagated by Sod;No
6434;beach sheoak;CAEQ;Propagated by Sprigs;No
6434;beach sheoak;CAEQ;Propagated by Tubers;No
6434;beach sheoak;CAEQ;Seed per Pound;325000
6434;beach sheoak;CAEQ;Seed Spread Rate;Rapid
6434;beach sheoak;CAEQ;Seedling Vigor;High
6434;beach sheoak;CAEQ;Small Grain;No
6434;beach sheoak;CAEQ;Vegetative Spread Rate;Slow
6434;beach sheoak;CAEQ;Berry/Nut/Seed Product;No
6434;beach sheoak;CAEQ;Christmas Tree Product;No
6434;beach sheoak;CAEQ;Fodder Product;No
6434;beach sheoak;CAEQ;Fuelwood Product;High
6434;beach sheoak;CAEQ;Lumber Product;No
6434;beach sheoak;CAEQ;Naval Store Product;No
6434;beach sheoak;CAEQ;Nursery Stock Product;No
6434;beach sheoak;CAEQ;Palatable Human;No
6434;beach sheoak;CAEQ;Post Product;No
6434;beach sheoak;CAEQ;Pulpwood Product;No
6434;beach sheoak;CAEQ;Veneer Product;No
856;gray sheoak;CAGL11;Active Growth Period;Spring, Summer, Fall
856;gray sheoak;CAGL11;Bloat;None
856;gray sheoak;CAGL11;C:N Ratio;High
856;gray sheoak;CAGL11;Coppice Potential;Yes
856;gray sheoak;CAGL11;Fall Conspicuous;No
856;gray sheoak;CAGL11;Fire Resistant;No
856;gray sheoak;CAGL11;Flower Color;Red
856;gray sheoak;CAGL11;Flower Conspicuous;No
856;gray sheoak;CAGL11;Foliage Color;Green
856;gray sheoak;CAGL11;Foliage Porosity Summer;Dense
856;gray sheoak;CAGL11;Foliage Porosity Winter;Dense
856;gray sheoak;CAGL11;Foliage Texture;Fine
856;gray sheoak;CAGL11;Fruit/Seed Color;Brown
856;gray sheoak;CAGL11;Fruit/Seed Conspicuous;No
856;gray sheoak;CAGL11;Growth Form;Single Stem
856;gray sheoak;CAGL11;Growth Rate;Rapid
856;gray sheoak;CAGL11;Height at 20 Years, Maximum (feet);40
856;gray sheoak;CAGL11;Height, Mature (feet);60.0
856;gray sheoak;CAGL11;Known Allelopath;No
856;gray sheoak;CAGL11;Leaf Retention;Yes
856;gray sheoak;CAGL11;Lifespan;Short
856;gray sheoak;CAGL11;Low Growing Grass;No
856;gray sheoak;CAGL11;Nitrogen Fixation;Low
856;gray sheoak;CAGL11;Resprout Ability;Yes
856;gray sheoak;CAGL11;Shape and Orientation;Erect
856;gray sheoak;CAGL11;Toxicity;None
856;gray sheoak;CAGL11;Adapted to Coarse Textured Soils;Yes
856;gray sheoak;CAGL11;Adapted to Fine Textured Soils;No
856;gray sheoak;CAGL11;Adapted to Medium Textured Soils;Yes
856;gray sheoak;CAGL11;Anaerobic Tolerance;High
856;gray sheoak;CAGL11;CaCO3 Tolerance;Medium
856;gray sheoak;CAGL11;Cold Stratification Required;No
856;gray sheoak;CAGL11;Drought Tolerance;Low
856;gray sheoak;CAGL11;Fertility Requirement;Low
856;gray sheoak;CAGL11;Fire Tolerance;None
856;gray sheoak;CAGL11;Frost Free Days, Minimum;280
856;gray sheoak;CAGL11;Hedge Tolerance;Medium
856;gray sheoak;CAGL11;Moisture Use;Medium
856;gray sheoak;CAGL11;pH, Maximum;7.5
856;gray sheoak;CAGL11;pH, Minimum;6.5
856;gray sheoak;CAGL11;Planting Density per Acre, Maximum;700
856;gray sheoak;CAGL11;Planting Density per Acre, Minimum;300
856;gray sheoak;CAGL11;Precipitation, Maximum;60
856;gray sheoak;CAGL11;Precipitation, Minimum;25
856;gray sheoak;CAGL11;Root Depth, Minimum (inches);24
856;gray sheoak;CAGL11;Salinity Tolerance;High
856;gray sheoak;CAGL11;Shade Tolerance;Intolerant
856;gray sheoak;CAGL11;Temperature, Minimum (°F);17
856;gray sheoak;CAGL11;Bloom Period;Mid Spring
856;gray sheoak;CAGL11;Commercial Availability;Routinely Available
856;gray sheoak;CAGL11;Fruit/Seed Abundance;High
856;gray sheoak;CAGL11;Fruit/Seed Period Begin;Summer
856;gray sheoak;CAGL11;Fruit/Seed Period End;Fall
856;gray sheoak;CAGL11;Fruit/Seed Persistence;No
856;gray sheoak;CAGL11;Propagated by Bare Root;Yes
856;gray sheoak;CAGL11;Propagated by Bulb;No
856;gray sheoak;CAGL11;Propagated by Container;Yes
856;gray sheoak;CAGL11;Propagated by Corm;No
856;gray sheoak;CAGL11;Propagated by Cuttings;Yes
856;gray sheoak;CAGL11;Propagated by Seed;Yes
856;gray sheoak;CAGL11;Propagated by Sod;No
856;gray sheoak;CAGL11;Propagated by Sprigs;No
856;gray sheoak;CAGL11;Propagated by Tubers;No
856;gray sheoak;CAGL11;Seed per Pound;400000
856;gray sheoak;CAGL11;Seed Spread Rate;Rapid
856;gray sheoak;CAGL11;Seedling Vigor;High
856;gray sheoak;CAGL11;Small Grain;No
856;gray sheoak;CAGL11;Vegetative Spread Rate;Rapid
856;gray sheoak;CAGL11;Berry/Nut/Seed Product;No
856;gray sheoak;CAGL11;Christmas Tree Product;No
856;gray sheoak;CAGL11;Fodder Product;No
856;gray sheoak;CAGL11;Fuelwood Product;High
856;gray sheoak;CAGL11;Lumber Product;No
856;gray sheoak;CAGL11;Naval Store Product;No
856;gray sheoak;CAGL11;Nursery Stock Product;No
856;gray sheoak;CAGL11;Palatable Human;No
856;gray sheoak;CAGL11;Post Product;No
856;gray sheoak;CAGL11;Pulpwood Product;No
856;gray sheoak;CAGL11;Veneer Product;No
857;belah;CALE28;NA;NA
6437;gagu, australian pine;CALI8;Active Growth Period;Spring, Summer, Fall
